event_id,vendor,plant_id,generated_at,machine_id,line,event_time,ingestion_time,event_type,severity,vibration_mm_s,temperature_c,machine_status,sensor_health,confidence,operating_hours_today,firmware_version,gateway_id
MP-1109,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-07T21:24:23Z,2026-03-07T21:26:23Z,NORMAL_READING,low,2.68,49.35,idle,0.93,0.66,9.57,MP-FW-2.9,GW-A2
MP-1110,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-007,LINE-C,2026-03-02T16:55:10Z,2026-03-02T18:55:10Z,NORMAL_READING,low,4.13,56.87,idle,0.91,0.97,6.51,MP-FW-2.9,GW-B1
MP-1111,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-05T12:07:16Z,2026-03-05T12:08:16Z,NORMAL_READING,low,3.36,54.12,running,0.77,0.91,8.89,MP-FW-2.9,GW-C1
MP-1112,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-05T08:26:28Z,2026-03-05T08:28:28Z,NORMAL_READING,low,2.22,68.4,idle,0.91,0.8,0.24,MP-FW-3.1,GW-B1
MP-1113,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-09T04:21:34Z,2026-03-09T04:23:34Z,NORMAL_READING,low,3.77,57.95,running,0.91,0.89,2.92,MP-FW-3.1,GW-A1
MP-1114,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-007,LINE-C,2026-03-06T01:54:38Z,2026-03-06T01:55:38Z,NORMAL_READING,low,3.41,63.8,running,0.89,0.91,6.73,MP-FW-2.9,GW-B1
MP-1115,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-003,LINE-B,2026-03-10T23:16:09Z,2026-03-10T23:23:09Z,NORMAL_READING,low,2.64,64.49,idle,1.0,0.77,6.13,MP-FW-2.9,GW-C1
MP-1116,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-04T09:53:24Z,2026-03-04T09:54:24Z,NORMAL_READING,low,3.43,55.21,running,0.84,0.99,2.5,MP-FW-2.9,GW-A1
MP-1117,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-011,LINE-D,2026-03-10T15:19:23Z,2026-03-10T15:21:23Z,NORMAL_READING,low,1.38,59.49,running,0.69,0.99,10.03,MP-FW-3.2,GW-B1
MP-1118,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-012,LINE-B,2026-03-01T04:11:13Z,2026-03-01T04:18:13Z,NORMAL_READING,low,3.93,61.29,running,0.99,0.76,4.26,MP-FW-3.2,GW-B1
MP-1119,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-006,LINE-C,2026-03-06T15:47:29Z,2026-03-06T15:51:29Z,NORMAL_READING,low,,52.92,running,0.95,0.79,3.54,MP-FW-3.1,GW-B1
MP-1120,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-07T11:35:53Z,2026-03-07T11:43:53Z,HIGH_VIBRATION,medium,6.14,74.05,running,0.86,0.77,2.28,MP-FW-2.9,GW-A1
MP-1121,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-10T13:07:54Z,2026-03-10T13:11:54Z,HIGH_VIBRATION,medium,12.14,69.99,running,0.89,0.74,7.41,MP-FW-2.9,GW-C1
MP-1122,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-01T04:17:00Z,2026-03-01T04:18:00Z,HIGH_VIBRATION,critical,8.89,73.61,running,0.82,0.83,10.57,MP-FW-2.9,GW-A2
MP-1123,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-08T01:14:33Z,2026-03-08T01:18:33Z,HIGH_VIBRATION,high,13.46,68.21,running,0.82,0.9,9.9,MP-FW-3.1,GW-A1
MP-1124,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-05T06:59:35Z,2026-03-05T07:05:35Z,HIGH_VIBRATION,high,13.07,74.38,running,0.92,0.94,2.59,MP-FW-2.9,GW-C1
MP-1125,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-01T20:18:43Z,2026-03-01T20:22:43Z,HIGH_VIBRATION,high,14.98,67.91,running,1.0,0.89,2.04,MP-FW-3.1,GW-C1
MP-1126,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-07T03:36:21Z,2026-03-07T03:42:21Z,HIGH_VIBRATION,high,12.84,69.61,running,1.0,0.83,10.99,MP-FW-3.2,GW-B1
MP-1127,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-04T02:38:50Z,2026-03-04T02:45:50Z,HIGH_VIBRATION,high,10.83,74.44,running,0.96,0.8,1.94,MP-FW-2.9,GW-A2
MP-1128,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-04T14:28:23Z,2026-03-04T14:30:23Z,HIGH_VIBRATION,medium,13.42,84.41,running,0.75,0.9,4.2,MP-FW-3.1,GW-B1
MP-1129,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-01T03:22:18Z,2026-03-01T03:25:18Z,HIGH_VIBRATION,high,12.13,76.18,running,1.0,0.71,2.09,MP-FW-3.2,GW-C1
MP-1130,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-09T21:43:04Z,2026-03-09T21:45:04Z,HIGH_VIBRATION,high,,80.02,running,0.8,0.75,9.94,MP-FW-3.2,GW-B1
MP-1131,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-10T08:52:55Z,2026-03-10T08:58:55Z,HIGH_VIBRATION,critical,10.32,73.3,running,0.8,1.0,11.14,MP-FW-3.1,GW-B1
MP-1132,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-10T06:57:50Z,2026-03-10T08:57:50Z,HIGH_VIBRATION,high,9.58,87.92,running,0.97,1.0,9.59,MP-FW-3.1,GW-C1
MP-1133,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-02T14:00:40Z,2026-03-02T18:00:40Z,HIGH_VIBRATION,high,12.95,85.71,running,0.85,0.67,6.34,MP-FW-3.2,GW-A1
MP-1134,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-03T19:47:42Z,2026-03-03T19:54:42Z,HIGH_VIBRATION,critical,7.34,83.12,running,1.0,0.92,2.71,MP-FW-2.9,GW-A2
MP-1135,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-05T10:48:29Z,2026-03-05T11:18:29Z,HIGH_VIBRATION,critical,7.1,69.02,running,0.87,0.86,4.08,MP-FW-3.1,GW-C1
MP-1136,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-02T02:39:28Z,2026-03-02T02:54:28Z,HIGH_VIBRATION,critical,8.6,67.38,running,0.83,1.0,2.17,MP-FW-3.1,GW-B1
MP-1137,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-06T06:10:14Z,2026-03-06T06:14:14Z,HIGH_VIBRATION,high,11.88,,running,0.84,0.76,8.15,MP-FW-3.1,GW-A1
MP-1138,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-07T02:36:11Z,2026-03-07T02:42:11Z,HIGH_VIBRATION,high,11.73,81.86,running,0.87,1.0,7.18,MP-FW-2.9,GW-B1
MP-1139,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-009,LINE-A,2026-03-07T17:09:05Z,2026-03-07T17:16:05Z,HIGH_VIBRATION,critical,9.9,76.99,running,0.86,0.9,8.04,MP-FW-2.9,GW-A2
MP-1140,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-06T13:42:18Z,2026-03-06T13:50:18Z,HIGH_VIBRATION,medium,10.75,88.18,running,0.76,0.7,7.94,MP-FW-3.2,GW-C1
MP-1141,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-01T22:34:36Z,2026-03-01T22:42:36Z,HIGH_VIBRATION,medium,9.62,68.59,running,0.94,0.85,3.23,MP-FW-2.9,GW-B1
MP-1142,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-09T14:39:02Z,2026-03-09T14:43:02Z,HIGH_VIBRATION,critical,7.82,76.02,running,0.76,0.91,5.16,MP-FW-3.1,GW-A2
MP-1143,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-09T09:25:37Z,2026-03-09T09:30:37Z,HIGH_VIBRATION,critical,7.25,84.16,running,0.85,0.8,2.1,MP-FW-2.9,GW-B1
MP-1144,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-04T01:00:54Z,2026-03-04T01:01:54Z,HIGH_VIBRATION,critical,12.35,72.9,running,1.0,0.98,8.24,MP-FW-3.1,GW-C1
MP-1145,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-07T13:40:40Z,2026-03-07T13:47:40Z,HIGH_VIBRATION,high,11.39,68.42,running,1.0,0.92,3.9,MP-FW-3.1,GW-A1
MP-1146,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-06T05:11:40Z,2026-03-06T05:15:40Z,HIGH_VIBRATION,critical,7.87,59.26,running,0.9,0.74,9.83,MP-FW-3.2,GW-A1
MP-1147,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-08T02:59:50Z,2026-03-08T03:06:50Z,HIGH_VIBRATION,high,17.61,75.88,running,0.93,0.93,10.74,MP-FW-3.2,GW-A1
MP-1148,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-03T20:22:05Z,2026-03-03T20:26:05Z,HIGH_VIBRATION,high,11.25,64.06,running,0.99,0.88,6.91,MP-FW-2.9,GW-C1
MP-1149,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-08T21:56:21Z,2026-03-08T21:58:21Z,HIGH_VIBRATION,medium,11.39,73.38,running,0.9,0.87,10.08,MP-FW-2.9,GW-A2
MP-1150,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-07T09:48:00Z,2026-03-07T10:18:00Z,HIGH_VIBRATION,critical,7.87,67.03,running,0.86,0.7,1.59,MP-FW-2.9,GW-C1
MP-1151,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-05T21:15:20Z,2026-03-05T21:20:20Z,HIGH_VIBRATION,medium,9.24,85.51,running,0.88,0.98,6.05,MP-FW-2.9,GW-A2
MP-1152,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-04T08:42:41Z,2026-03-04T08:44:41Z,HIGH_VIBRATION,medium,9.99,60.1,running,0.89,0.94,9.93,MP-FW-2.9,GW-C1
MP-1153,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-08T18:29:11Z,2026-03-08T18:30:11Z,HIGH_VIBRATION,high,16.26,70.13,running,0.91,0.84,8.87,MP-FW-3.2,GW-C1
MP-1154,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-07T02:31:34Z,2026-03-07T02:34:34Z,HIGH_VIBRATION,critical,9.7,76.74,running,1.0,0.95,0.95,MP-FW-2.9,GW-C1
MP-1155,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-10T15:08:15Z,2026-03-11T03:08:15Z,HIGH_VIBRATION,medium,9.37,92.18,running,0.96,0.93,2.05,MP-FW-3.2,GW-B1
MP-1156,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-02T10:39:47Z,2026-03-02T10:41:47Z,HIGH_VIBRATION,high,12.69,70.01,running,0.94,0.79,0.83,MP-FW-2.9,GW-A2
MP-1157,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-03T21:39:49Z,2026-03-03T21:40:49Z,HIGH_VIBRATION,medium,11.68,66.61,running,0.98,0.95,9.89,MP-FW-2.9,GW-C1
MP-1158,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-03T19:47:26Z,2026-03-03T19:48:26Z,HIGH_VIBRATION,critical,7.53,87.54,running,0.84,0.82,5.46,MP-FW-3.2,GW-B1
MP-1159,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-07T07:01:29Z,2026-03-07T07:07:29Z,HIGH_VIBRATION,medium,8.01,78.87,running,0.91,0.68,8.79,MP-FW-3.1,GW-A2
MP-1160,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-05T15:58:01Z,2026-03-05T16:05:01Z,HIGH_VIBRATION,medium,6.32,71.06,running,0.88,0.83,5.76,MP-FW-3.1,GW-A2
MP-1161,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-02T01:24:02Z,2026-03-02T01:26:02Z,HIGH_VIBRATION,medium,11.23,68.17,running,0.86,0.75,0.9,MP-FW-2.9,GW-A2
MP-1162,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-03T23:16:54Z,2026-03-03T23:20:54Z,HIGH_VIBRATION,high,14.68,70.42,running,0.91,0.76,2.06,MP-FW-3.2,GW-B1
MP-1163,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-07T02:20:22Z,2026-03-07T02:25:22Z,HIGH_VIBRATION,medium,6.96,76.66,running,0.9,0.81,1.23,MP-FW-3.1,GW-B1
MP-1164,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-01T13:22:43Z,2026-03-01T13:26:43Z,HIGH_VIBRATION,high,12.39,98.41,running,0.96,0.86,9.02,MP-FW-3.1,GW-A2
MP-1165,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-05T13:23:23Z,2026-03-05T13:24:23Z,HIGH_VIBRATION,critical,7.14,65.6,running,0.83,0.8,9.77,MP-FW-3.2,GW-A1
MP-1166,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-06T05:52:03Z,2026-03-06T05:59:03Z,HIGH_VIBRATION,medium,11.19,70.09,running,0.87,0.72,0.59,MP-FW-2.9,GW-A2
MP-1167,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-06T16:13:26Z,2026-03-06T16:17:26Z,HIGH_VIBRATION,critical,8.31,74.45,running,0.82,0.91,4.26,MP-FW-2.9,GW-C1
MP-1168,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-07T10:27:32Z,2026-03-07T10:32:32Z,HIGH_VIBRATION,high,11.79,77.25,running,0.86,0.9,11.21,MP-FW-3.1,GW-A2
MP-1169,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-04T00:46:34Z,2026-03-04T00:52:34Z,HIGH_VIBRATION,critical,15.81,83.23,running,0.91,1.0,8.54,MP-FW-3.2,GW-A1
MP-1170,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-05T00:01:36Z,2026-03-05T00:06:36Z,HIGH_VIBRATION,critical,12.41,89.17,running,0.96,,5.6,MP-FW-3.2,GW-A2
MP-1171,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-04T21:02:45Z,2026-03-04T21:05:45Z,HIGH_VIBRATION,medium,12.73,66.46,running,0.87,0.86,10.84,MP-FW-3.2,GW-A1
MP-1172,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-04T16:05:08Z,2026-03-04T16:11:08Z,HIGH_VIBRATION,medium,8.95,65.48,running,0.82,0.75,1.64,MP-FW-2.9,GW-A1
MP-1173,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-009,LINE-A,2026-03-07T12:25:25Z,2026-03-07T12:27:25Z,HIGH_VIBRATION,critical,11.99,76.2,running,1.0,0.72,2.1,MP-FW-3.1,GW-B1
MP-1174,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-04T00:25:13Z,2026-03-04T01:25:13Z,HIGH_VIBRATION,medium,8.52,67.04,running,0.91,0.68,6.37,MP-FW-3.1,GW-C1
MP-1175,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-07T13:50:41Z,2026-03-07T14:00:41Z,HIGH_VIBRATION,critical,9.55,82.66,running,0.89,0.82,6.38,MP-FW-3.1,GW-B1
MP-1176,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-07T23:33:57Z,2026-03-07T23:34:57Z,HIGH_VIBRATION,high,12.17,65.84,running,0.82,0.73,8.45,MP-FW-3.2,GW-B1
MP-1177,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-02T02:11:03Z,2026-03-02T02:16:03Z,HIGH_VIBRATION,high,9.18,67.33,running,0.92,0.92,7.41,MP-FW-3.1,GW-C1
MP-1178,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-04T12:12:50Z,2026-03-04T12:18:50Z,HIGH_VIBRATION,high,8.42,77.08,running,0.87,0.98,2.76,MP-FW-3.2,GW-A1
MP-1179,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-08T22:10:42Z,2026-03-08T22:11:42Z,HIGH_VIBRATION,medium,10.85,77.77,running,0.67,0.77,5.57,MP-FW-3.1,GW-C1
MP-1180,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-05T11:48:57Z,2026-03-05T11:51:57Z,HIGH_VIBRATION,critical,11.87,76.25,running,0.78,0.83,9.34,MP-FW-3.1,GW-A1
MP-1181,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-08T18:32:27Z,2026-03-08T18:34:27Z,HIGH_VIBRATION,medium,12.15,73.81,running,0.91,0.77,10.56,MP-FW-3.1,GW-C1
MP-1182,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-02T16:51:09Z,2026-03-02T16:53:09Z,HIGH_VIBRATION,critical,6.19,66.92,running,1.0,0.76,7.6,MP-FW-2.9,GW-C1
MP-1183,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-04T03:12:25Z,2026-03-04T03:16:25Z,HIGH_VIBRATION,medium,6.86,65.82,running,0.81,0.9,9.17,MP-FW-3.2,GW-B1
MP-1184,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-10T18:21:44Z,2026-03-10T18:27:44Z,HIGH_VIBRATION,critical,12.65,83.33,running,1.0,1.0,9.51,MP-FW-2.9,GW-C1
MP-1185,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-10T20:48:23Z,2026-03-10T22:48:23Z,HIGH_VIBRATION,medium,7.97,73.55,running,0.84,0.95,3.02,MP-FW-3.2,GW-A1
MP-1186,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-009,LINE-A,2026-03-09T00:24:12Z,2026-03-09T00:28:12Z,HIGH_VIBRATION,high,11.21,80.58,running,0.74,0.98,4.15,MP-FW-3.1,GW-B1
MP-1187,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-08T20:06:05Z,2026-03-08T20:10:05Z,HIGH_VIBRATION,high,13.46,74.44,running,0.96,,9.02,MP-FW-2.9,GW-A1
MP-1188,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-02T12:07:41Z,2026-03-02T12:12:41Z,HIGH_VIBRATION,medium,8.98,73.38,running,0.88,1.0,7.85,MP-FW-2.9,GW-C1
MP-1189,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-01T02:00:32Z,2026-03-01T02:02:32Z,HIGH_VIBRATION,critical,13.13,70.8,running,0.78,0.79,7.61,MP-FW-2.9,GW-B1
MP-1190,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-06T21:15:48Z,2026-03-06T21:18:48Z,HIGH_VIBRATION,medium,12.27,65.47,running,0.91,0.71,4.59,MP-FW-3.1,GW-A2
MP-1191,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-09T02:47:14Z,2026-03-09T02:50:14Z,HIGH_VIBRATION,critical,5.61,70.97,running,0.98,0.76,3.12,MP-FW-2.9,GW-A2
MP-1192,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-009,LINE-A,2026-03-04T19:39:41Z,2026-03-04T19:45:41Z,HIGH_VIBRATION,medium,9.46,79.6,running,0.94,0.76,6.79,MP-FW-2.9,GW-A1
MP-1193,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-03T05:07:32Z,2026-03-03T05:10:32Z,HIGH_VIBRATION,medium,10.59,68.2,running,0.87,0.87,1.82,MP-FW-2.9,GW-A2
MP-1194,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-06T13:08:21Z,2026-03-06T13:11:21Z,HIGH_VIBRATION,critical,11.01,73.42,running,0.96,0.88,5.1,MP-FW-3.2,GW-C1
MP-1195,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-06T10:21:24Z,2026-03-06T10:25:24Z,HIGH_VIBRATION,medium,,75.25,running,0.87,0.85,3.73,MP-FW-3.1,GW-C1
MP-1196,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-04T11:35:10Z,2026-03-04T11:41:10Z,HIGH_VIBRATION,medium,9.99,67.98,running,0.85,1.0,8.68,MP-FW-3.1,GW-C1
MP-1197,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-03T13:15:46Z,2026-03-03T13:16:46Z,HIGH_VIBRATION,medium,9.31,75.63,running,0.84,0.84,0.74,MP-FW-3.1,GW-A1
MP-1198,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-02T07:37:26Z,2026-03-02T07:38:26Z,HIGH_VIBRATION,high,10.87,80.88,running,0.83,0.85,1.75,MP-FW-3.1,GW-A1
MP-1199,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-09T22:17:06Z,2026-03-09T22:24:06Z,HIGH_VIBRATION,high,13.24,79.07,running,0.87,0.96,3.94,MP-FW-3.1,GW-A1
MP-1200,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-02T06:09:53Z,2026-03-02T06:11:53Z,HIGH_VIBRATION,critical,8.62,70.03,running,0.96,0.9,0.77,MP-FW-3.1,GW-A1
MP-1201,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-05T02:21:51Z,2026-03-05T02:24:51Z,HIGH_VIBRATION,critical,7.88,86.1,running,0.99,0.93,10.13,MP-FW-3.1,GW-B1
MP-1202,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-03T01:56:07Z,2026-03-03T02:03:07Z,HIGH_VIBRATION,high,10.92,79.18,running,0.94,0.71,10.85,MP-FW-3.1,GW-A1
MP-1203,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-07T17:18:30Z,2026-03-08T05:18:30Z,HIGH_VIBRATION,critical,8.62,69.44,running,0.83,0.9,10.23,MP-FW-3.2,GW-A1
MP-1204,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-08T10:51:20Z,2026-03-08T10:57:20Z,HIGH_VIBRATION,medium,8.31,62.44,running,0.89,0.71,5.65,MP-FW-2.9,GW-C1
MP-1205,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-10T09:40:35Z,2026-03-10T09:43:35Z,HIGH_VIBRATION,critical,12.04,77.86,running,0.97,1.0,2.72,MP-FW-2.9,GW-C1
MP-1206,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-03T16:10:05Z,2026-03-03T16:18:05Z,HIGH_VIBRATION,high,,77.59,running,0.96,0.9,9.53,MP-FW-2.9,GW-B1
MP-1207,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-07T09:33:13Z,2026-03-07T09:41:13Z,HIGH_VIBRATION,critical,6.76,56.73,running,0.86,0.87,5.31,MP-FW-3.1,GW-A2
MP-1208,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-05T00:58:53Z,2026-03-05T01:01:53Z,HIGH_VIBRATION,critical,10.9,72.53,running,0.76,0.82,2.41,MP-FW-3.1,GW-C1
MP-1209,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-10T09:09:50Z,2026-03-10T09:11:50Z,HIGH_VIBRATION,medium,8.99,70.26,running,0.72,0.96,5.84,MP-FW-2.9,GW-A1
MP-1210,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-05T22:11:53Z,2026-03-05T22:14:53Z,HIGH_VIBRATION,critical,6.71,75.02,running,0.92,0.81,4.93,MP-FW-2.9,GW-A2
MP-1211,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-001,LINE-A,2026-03-04T21:37:18Z,2026-03-04T21:43:18Z,HIGH_VIBRATION,high,13.19,69.89,running,0.75,0.71,3.48,MP-FW-3.2,GW-A2
MP-1212,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-009,LINE-A,2026-03-08T09:31:11Z,2026-03-08T09:38:11Z,HIGH_VIBRATION,critical,6.32,71.0,running,0.85,0.68,0.34,MP-FW-3.1,GW-A1
MP-1213,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-005,LINE-A,2026-03-01T14:29:42Z,2026-03-01T14:30:42Z,HIGH_VIBRATION,medium,10.28,86.67,running,0.91,0.91,1.36,MP-FW-2.9,GW-A2
MP-1214,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-008,LINE-B,2026-03-07T09:15:24Z,2026-03-07T09:45:24Z,HIGH_VIBRATION,medium,5.46,73.02,running,0.84,0.7,0.35,MP-FW-3.2,GW-A2
MP-1215,MechaPulse,PLANT_01,2026-03-11T00:05:00Z,MCH-004,LINE-B,2026-03-09T21:14:55Z,2026-03-09T21:18:55Z,HIGH_VIBRATION,high,15.03,58.56,running,0.85,0.7,2.31,MP-FW-3.1,GW-A1
