readingId,source,site_code,response_time_epoch_ms,assetCode,productionLine,timestampMs,receivedAtEpochMs,alertCode,level,vibration_g,temperature_f,power_kw,is_active,signal_quality,vendorConfidencePct,device_fw_version,collector_id
TT-8958,ThermoTrack,PLANT_01,1773187800000,MCH-009,A,1772717706000,1772717826000,VIBRATION_WARN,4,0.738,158.0,15.32,true,GOOD,82,TT-5.4,COL-B
TT-8959,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772827782000,1772828082000,VIBRATION_WARN,4,0.876,180.6,34.06,true,GOOD,83,TT-4.9,COL-B
TT-8960,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1773172645000,1773194245000,VIBRATION_WARN,4,0.684,116.7,37.96,true,GOOD,90,TT-5.5,COL-B
TT-8961,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772462577000,1772484177000,VIBRATION_WARN,4,0.739,,45.72,true,GOOD,87,TT-5.4,COL-B
TT-8962,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1772735950000,1772736190000,VIBRATION_WARN,4,0.72,163.0,27.06,true,POOR,54,TT-4.9,COL-B
TT-8963,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1772655914000,1772677514000,VIBRATION_WARN,4,0.783,164.0,35.77,true,POOR,51,TT-5.4,COL-B
TT-8964,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1773117069000,1773118869000,VIBRATION_WARN,3,0.342,164.2,34.3,true,FAIR,57,TT-4.9,COL-C
TT-8965,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1773087321000,1773087561000,VIBRATION_WARN,4,0.975,154.4,31.17,true,GOOD,94,TT-5.4,COL-C
TT-8966,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1773082663000,1773082843000,VIBRATION_WARN,4,0.801,167.3,67.35,true,FAIR,82,TT-5.4,COL-C
TT-8967,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772549142000,1772549262000,VIBRATION_WARN,4,0.963,161.2,56.43,true,FAIR,66,TT-4.9,COL-C
TT-8968,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1773119748000,1773120228000,VIBRATION_WARN,3,0.372,158.5,27.9,true,FAIR,72,TT-5.4,COL-C
TT-8969,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1772697229000,1772697649000,VIBRATION_WARN,3,0.606,163.5,22.78,true,POOR,28,TT-5.5,COL-C
TT-8970,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772808767000,1772809007000,VIBRATION_WARN,3,0.24,170.6,51.84,true,GOOD,90,TT-5.5,COL-B
TT-8971,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772649463000,1772649763000,VIBRATION_WARN,4,0.714,163.1,72.44,true,FAIR,67,TT-4.9,COL-B
TT-8972,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772670232000,1772670652000,VIBRATION_WARN,4,0.842,170.3,43.15,true,FAIR,82,TT-4.9,COL-C
TT-8973,ThermoTrack,PLANT_01,1773187800000,MCH-009,A,1772657605000,1772659405000,VIBRATION_WARN,3,0.534,192.3,19.33,true,FAIR,67,TT-5.4,COL-C
TT-8974,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772843978000,1772844458000,VIBRATION_WARN,4,0.698,193.6,46.13,true,GOOD,94,TT-5.5,COL-A
TT-8975,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1773066391000,1773066511000,VIBRATION_WARN,4,0.802,153.6,61.9,true,GOOD,85,TT-5.5,COL-A
TT-8976,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772835893000,1772836013000,VIBRATION_WARN,4,0.961,152.6,36.66,true,GOOD,96,TT-5.5,COL-A
TT-8977,ThermoTrack,PLANT_01,1773187800000,MCH-001,LINE-A,1773039731000,1773039791000,VIBRATION_WARN,4,0.669,156.5,30.53,true,GOOD,86,TT-5.4,COL-B
TT-8978,ThermoTrack,PLANT_01,1773187800000,MCH-009,A,1773102185000,1773156185000,VIBRATION_WARN,3,0.675,166.9,12.3,true,POOR,28,TT-5.5,COL-A
TT-8979,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772450775000,1772451195000,VIBRATION_WARN,4,0.475,186.8,46.03,true,POOR,48,TT-5.5,COL-B
TT-8980,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772459071000,1772459431000,VIBRATION_WARN,4,0.669,113.7,67.9,true,FAIR,80,TT-5.5,COL-A
TT-8981,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1772622579000,1772622819000,VIBRATION_WARN,3,,158.3,29.15,true,FAIR,75,TT-4.9,COL-C
TT-8982,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772394675000,1772394795000,VIBRATION_WARN,3,0.613,144.0,60.24,true,GOOD,97,TT-5.4,COL-C
TT-8983,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772869367000,1772869547000,VIBRATION_WARN,3,0.496,151.6,57.44,true,POOR,48,TT-4.9,COL-B
TT-8984,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772610941000,1772611301000,VIBRATION_WARN,4,0.939,166.2,59.55,true,FAIR,71,TT-5.4,COL-C
TT-8985,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1773125706000,1773125826000,VIBRATION_WARN,3,0.571,171.0,60.03,true,GOOD,98,TT-5.5,COL-B
TT-8986,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1773028595000,1773028775000,VIBRATION_WARN,4,0.835,152.5,45.12,true,POOR,49,TT-5.5,COL-B
TT-8987,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772680235000,1772680715000,VIBRATION_WARN,4,0.595,166.8,78.32,true,FAIR,78,TT-5.5,COL-A
TT-8988,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772501805000,1772502165000,VIBRATION_WARN,4,0.46,190.1,56.87,true,FAIR,81,TT-5.5,COL-A
TT-8989,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772890056000,1772890296000,VIBRATION_WARN,3,0.531,127.9,48.37,true,FAIR,62,TT-5.5,COL-C
TT-8990,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1772563610000,1772564090000,VIBRATION_WARN,3,0.478,146.8,46.86,true,FAIR,64,TT-5.4,COL-C
TT-8991,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1773173956000,1773174136000,VIBRATION_WARN,4,0.553,,36.76,true,POOR,53,TT-5.5,COL-C
TT-8992,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772805225000,1772805345000,VIBRATION_WARN,4,0.908,193.6,50.26,true,FAIR,67,TT-4.9,COL-A
TT-8993,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772366896000,1772367256000,VIBRATION_WARN,4,0.453,138.5,44.44,true,POOR,35,TT-4.9,COL-C
TT-8994,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1772383071000,1772384871000,VIBRATION_WARN,3,0.422,169.3,38.63,true,FAIR,66,TT-5.4,COL-C
TT-8995,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1773176045000,1773176765000,VIBRATION_WARN,3,0.592,139.6,65.8,true,FAIR,61,TT-4.9,COL-A
TT-8996,ThermoTrack,PLANT_01,1773187800000,MCH-009,A,1772889986000,1772890106000,VIBRATION_WARN,4,1.068,188.8,20.54,true,POOR,33,TT-5.4,COL-A
TT-8997,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1773011729000,1773011969000,VIBRATION_WARN,4,0.52,170.5,76.73,true,GOOD,96,TT-4.9,COL-C
TT-8998,ThermoTrack,PLANT_01,1773187800000,MCH-009,A,1773070288000,1773070648000,VIBRATION_WARN,3,0.622,173.1,23.94,true,FAIR,76,TT-5.5,COL-C
TT-8999,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1773120679000,1773120859000,VIBRATION_WARN,3,0.715,190.5,70.17,true,GOOD,82,TT-5.4,COL-A
TT-9000,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772692388000,1772692508000,VIBRATION_WARN,3,0.612,177.9,52.22,true,FAIR,80,TT-4.9,COL-C
TT-9001,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772662568000,1772662928000,VIBRATION_WARN,4,0.873,137.1,59.87,true,FAIR,64,TT-5.4,COL-A
TT-9002,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772396876000,1772397236000,VIBRATION_WARN,3,0.724,219.0,41.92,true,GOOD,90,TT-4.9,COL-C
TT-9003,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1773029866000,1773029986000,VIBRATION_WARN,3,0.261,180.0,43.28,true,FAIR,82,TT-4.9,COL-C
TT-9004,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772541284000,1772541764000,VIBRATION_WARN,4,0.766,171.1,59.42,true,GOOD,96,TT-5.5,COL-C
TT-9005,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772758537000,1772759017000,VIBRATION_WARN,4,0.633,178.6,41.11,true,POOR,55,TT-5.4,COL-A
TT-9006,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772828647000,1772828767000,VIBRATION_WARN,3,0.656,173.7,79.48,true,POOR,22,TT-4.9,COL-A
TT-9007,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1773121786000,1773121906000,VIBRATION_WARN,4,0.664,168.3,43.4,true,FAIR,62,TT-5.5,COL-C
TT-9008,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772401503000,1772401623000,VIBRATION_WARN,4,0.799,150.8,44.65,true,FAIR,55,TT-5.5,COL-A
TT-9009,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1773168033000,1773168393000,VIBRATION_WARN,4,,174.2,28.22,true,FAIR,81,TT-5.5,COL-B
TT-9010,ThermoTrack,PLANT_01,1773187800000,MCH-008,LINE-B,1772752612000,1772752672000,VIBRATION_WARN,3,0.444,186.0,72.79,true,FAIR,68,TT-5.4,COL-B
TT-9011,ThermoTrack,PLANT_01,1773187800000,MCH-009,A,1772939437000,1772940157000,VIBRATION_WARN,3,0.559,133.0,23.6,true,POOR,56,TT-4.9,COL-C
TT-9012,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772588196000,1772588256000,VIBRATION_WARN,3,0.617,154.4,67.17,true,GOOD,91,TT-5.5,COL-B
TT-9013,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772843431000,1772843851000,VIBRATION_WARN,3,0.486,155.4,61.31,true,POOR,33,TT-5.5,COL-B
TT-9014,ThermoTrack,PLANT_01,1773187800000,MCH-009,A,1772799990000,1772800290000,VIBRATION_WARN,4,0.619,165.4,27.31,true,FAIR,74,TT-5.4,COL-A
TT-9015,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772582830000,1772583010000,VIBRATION_WARN,4,0.981,128.3,61.67,true,GOOD,95,TT-4.9,COL-C
TT-9016,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772943351000,1772943831000,VIBRATION_WARN,4,0.835,199.4,66.8,true,GOOD,85,TT-5.4,COL-C
TT-9017,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772818300000,1772818480000,VIBRATION_WARN,4,0.921,155.6,73.67,true,POOR,52,TT-4.9,COL-A
TT-9018,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772756072000,1772756492000,VIBRATION_WARN,4,0.464,162.5,59.35,true,FAIR,76,TT-5.4,COL-A
TT-9019,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1772406859000,1772407279000,VIBRATION_WARN,4,0.944,179.1,37.04,true,POOR,49,TT-4.9,COL-B
TT-9020,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772982119000,1772982299000,VIBRATION_WARN,4,0.797,162.1,57.35,true,GOOD,95,TT-5.5,COL-A
TT-9021,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1772865701000,1772887301000,VIBRATION_WARN,3,0.608,178.2,41.22,true,FAIR,60,TT-4.9,COL-A
TT-9022,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772737724000,1772738024000,VIBRATION_WARN,4,0.598,173.9,63.98,true,FAIR,59,TT-5.5,COL-A
TT-9023,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772655486000,1772655846000,VIBRATION_WARN,4,1.032,204.6,32.76,true,POOR,52,TT-5.4,COL-C
TT-9024,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772751668000,1772751848000,VIBRATION_WARN,4,0.963,156.8,41.1,true,POOR,27,TT-4.9,COL-C
TT-9025,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772973168000,1772973408000,VIBRATION_WARN,3,0.875,164.7,38.37,true,FAIR,63,TT-4.9,COL-C
TT-9026,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772650009000,1772650129000,VIBRATION_WARN,3,0.475,179.4,35.96,true,FAIR,82,TT-4.9,COL-B
TT-9027,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1773097536000,1773097596000,VIBRATION_WARN,4,0.703,168.8,39.24,true,GOOD,82,TT-5.5,COL-C
TT-9028,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772590085000,1772590505000,VIBRATION_WARN,4,0.566,162.2,46.18,true,GOOD,90,TT-4.9,COL-C
TT-9029,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1773114358000,1773114478000,VIBRATION_WARN,3,0.483,142.4,56.5,true,FAIR,65,TT-5.4,COL-A
TT-9030,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1773033338000,1773033398000,VIBRATION_WARN,3,0.359,190.6,62.29,true,POOR,25,TT-5.5,COL-C
TT-9031,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772546453000,1772546513000,VIBRATION_WARN,4,0.787,180.1,61.01,true,FAIR,56,TT-4.9,COL-C
TT-9032,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772619231000,1772619651000,VIBRATION_WARN,3,0.684,150.5,74.24,true,FAIR,80,TT-4.9,COL-B
TT-9033,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1772726643000,1772727123000,VIBRATION_WARN,4,0.78,151.4,44.57,true,FAIR,73,TT-5.5,COL-B
TT-9034,ThermoTrack,PLANT_01,1773187800000,MCH-009,A,1772512250000,1772512430000,VIBRATION_WARN,3,0.575,153.0,18.03,true,FAIR,79,TT-5.5,COL-C
TT-9035,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1772429785000,1772430505000,VIBRATION_WARN,4,0.633,154.9,34.73,true,POOR,50,TT-4.9,COL-C
TT-9036,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1772717588000,1772717708000,VIBRATION_WARN,4,0.74,151.4,30.1,true,GOOD,98,TT-4.9,COL-C
TT-9037,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772382120000,1772382300000,VIBRATION_WARN,3,0.716,180.1,65.83,true,POOR,20,TT-5.5,COL-B
TT-9038,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1773029306000,1773029366000,VIBRATION_WARN,4,0.729,180.5,32.16,true,POOR,50,TT-5.5,COL-A
TT-9039,ThermoTrack,PLANT_01,1773187800000,MCH-005,A,1773007837000,1773008137000,VIBRATION_WARN,4,0.882,148.5,28.59,true,FAIR,71,TT-5.5,COL-B
TT-9040,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772586963000,1772587143000,HEAT_CRITICAL,4,0.302,188.3,55.43,true,FAIR,58,TT-5.4,COL-C
TT-9041,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772603869000,1772604169000,HEAT_CRITICAL,5,0.222,196.2,44.35,true,FAIR,96,TT-4.9,COL-B
TT-9042,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1773128944000,1773129364000,HEAT_CRITICAL,5,0.241,212.6,74.01,true,POOR,41,TT-5.4,COL-A
TT-9043,ThermoTrack,PLANT_01,1773187800000,MCH-006,C,1773102554000,1773102734000,HEAT_CRITICAL,4,0.257,166.1,36.87,true,GOOD,94,TT-4.9,COL-A
TT-9044,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772662691000,1772662931000,HEAT_CRITICAL,5,0.39,213.2,80.83,true,FAIR,77,TT-4.9,COL-A
TT-9045,ThermoTrack,PLANT_01,1773187800000,MCH-006,C,1773094175000,1773094475000,HEAT_CRITICAL,3,0.432,165.7,30.51,true,POOR,59,TT-5.5,COL-C
TT-9046,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1773086409000,1773086709000,HEAT_CRITICAL,4,0.101,181.0,94.81,true,FAIR,63,TT-5.4,COL-C
TT-9047,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772854487000,1772854847000,HEAT_CRITICAL,5,0.265,205.6,46.64,true,POOR,27,TT-4.9,COL-C
TT-9048,ThermoTrack,PLANT_01,1773187800000,MCH-006,C,1772708458000,1772762458000,HEAT_CRITICAL,4,0.33,212.0,26.42,true,GOOD,25,TT-5.4,COL-A
TT-9049,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1772325241000,1772325721000,HEAT_CRITICAL,4,0.245,182.1,49.39,true,GOOD,85,TT-5.5,COL-A
TT-9050,ThermoTrack,PLANT_01,1773187800000,MCH-006,C,1773106505000,1773106565000,HEAT_CRITICAL,4,0.3,204.0,34.86,true,POOR,55,TT-5.4,COL-B
TT-9051,ThermoTrack,PLANT_01,1773187800000,MCH-006,C,1773174877000,1773175597000,HEAT_CRITICAL,4,0.367,158.3,35.2,true,GOOD,94,TT-4.9,COL-A
TT-9052,ThermoTrack,PLANT_01,1773187800000,MCH-006,C,1772980284000,1772980524000,HEAT_CRITICAL,4,0.294,180.5,33.11,true,POOR,48,TT-5.4,COL-B
TT-9053,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772904617000,1772904797000,HEAT_CRITICAL,5,0.413,219.0,66.09,true,GOOD,94,TT-5.4,COL-C
TT-9054,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1772749295000,1772749415000,HEAT_CRITICAL,4,0.375,150.1,57.48,true,POOR,43,TT-5.4,COL-C
TT-9055,ThermoTrack,PLANT_01,1773187800000,MCH-006,C,1772693821000,1772694001000,HEAT_CRITICAL,4,0.448,218.9,41.1,true,FAIR,57,TT-4.9,COL-B
TT-9056,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772394830000,1772395010000,HEAT_CRITICAL,5,0.433,203.2,50.32,true,GOOD,94,TT-5.4,COL-C
TT-9057,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1773143861000,1773144341000,HEAT_CRITICAL,4,0.254,213.8,57.12,true,FAIR,69,TT-5.5,COL-C
TT-9058,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772585098000,1772585458000,HEAT_CRITICAL,4,0.15,209.0,79.24,true,POOR,20,TT-5.4,COL-A
TT-9059,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772684131000,1772684431000,HEAT_CRITICAL,4,0.275,192.4,62.72,true,FAIR,60,TT-5.5,COL-B
TT-9060,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772817730000,1772817910000,HEAT_CRITICAL,5,0.244,,32.18,true,FAIR,77,TT-5.4,COL-B
TT-9061,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1772856299000,1772856359000,HEAT_CRITICAL,4,0.317,175.2,57.33,true,POOR,26,TT-4.9,COL-A
TT-9062,ThermoTrack,PLANT_01,1773187800000,MCH-006,C,1772743325000,1772743445000,HEAT_CRITICAL,4,0.047,194.6,24.26,true,FAIR,73,TT-5.4,COL-B
TT-9063,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1773011993000,1773012473000,HEAT_CRITICAL,3,0.374,151.4,48.19,true,POOR,46,TT-4.9,COL-B
TT-9064,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1772787409000,1772809009000,HEAT_CRITICAL,4,0.426,175.5,59.73,true,POOR,54,TT-4.9,COL-A
TT-9065,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1772649842000,1772650202000,HEAT_CRITICAL,4,0.203,209.4,48.65,true,GOOD,98,TT-5.4,COL-B
TT-9066,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772721955000,1772722255000,HEAT_CRITICAL,5,0.235,228.8,71.88,true,POOR,55,TT-5.4,COL-B
TT-9067,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772699338000,1772699758000,HEAT_CRITICAL,5,0.235,218.3,69.89,true,FAIR,66,TT-5.5,COL-A
TT-9068,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1772502886000,1772503606000,HEAT_CRITICAL,4,0.306,180.5,47.44,true,FAIR,62,TT-5.4,COL-B
TT-9069,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772704506000,1772704626000,HEAT_CRITICAL,4,0.393,214.8,60.53,true,FAIR,62,TT-5.5,COL-C
TT-9070,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772994191000,1772994551000,HEAT_CRITICAL,4,0.176,211.2,35.61,true,GOOD,83,TT-4.9,COL-A
TT-9071,ThermoTrack,PLANT_01,1773187800000,MCH-002,LINE-A,1772432301000,1772432661000,HEAT_CRITICAL,4,0.43,170.5,59.15,true,POOR,51,TT-5.5,COL-C
TT-9072,ThermoTrack,PLANT_01,1773187800000,MCH-002,LINE-A,1772450129000,1772450249000,HEAT_CRITICAL,4,0.229,214.9,47.71,true,POOR,59,TT-5.5,COL-C
TT-9073,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1773001557000,1773001677000,HEAT_CRITICAL,3,0.373,169.3,68.18,true,FAIR,62,TT-4.9,COL-C
TT-9074,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772859382000,1772864782000,HEAT_CRITICAL,5,0.202,214.7,57.03,true,FAIR,70,TT-5.4,COL-C
TT-9075,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1772884707000,1772884887000,HEAT_CRITICAL,3,0.368,158.3,47.2,true,POOR,32,TT-5.5,COL-B
TT-9076,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772691835000,1772693635000,HEAT_CRITICAL,4,0.309,208.9,74.03,true,FAIR,25,TT-5.5,COL-B
TT-9077,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1772707691000,1772707931000,HEAT_CRITICAL,5,0.378,224.7,54.15,true,GOOD,96,TT-5.4,COL-C
TT-9078,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1772737853000,1772737913000,HEAT_CRITICAL,4,0.312,194.1,53.67,true,POOR,44,TT-5.4,COL-A
TT-9079,ThermoTrack,PLANT_01,1773187800000,MCH-008,LINE-B,1772329578000,1772329758000,HEAT_CRITICAL,5,0.499,205.7,60.09,true,POOR,25,TT-5.5,COL-C
TT-9080,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772499351000,1772499831000,HEAT_CRITICAL,4,0.325,200.8,60.07,true,FAIR,55,TT-5.5,COL-A
TT-9081,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1773062375000,1773062495000,HEAT_CRITICAL,3,0.325,169.0,56.52,true,POOR,20,TT-4.9,COL-A
TT-9082,ThermoTrack,PLANT_01,1773187800000,MCH-006,C,1773082867000,1773083347000,HEAT_CRITICAL,4,0.268,181.2,37.48,true,POOR,26,TT-4.9,COL-A
TT-9083,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1773060889000,1773061069000,HEAT_CRITICAL,5,0.379,206.1,74.21,true,GOOD,97,TT-5.5,COL-A
TT-9084,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772828348000,1772828528000,HEAT_CRITICAL,4,0.126,192.2,64.03,true,GOOD,25,TT-5.5,COL-B
TT-9085,ThermoTrack,PLANT_01,1773187800000,MCH-006,C,1772597261000,1772597501000,HEAT_CRITICAL,4,0.253,163.4,38.48,true,GOOD,86,TT-5.4,COL-A
TT-9086,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772373017000,1772373137000,HEAT_CRITICAL,4,0.152,196.4,77.16,true,POOR,28,TT-5.5,COL-B
TT-9087,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772723416000,1772723776000,HEAT_CRITICAL,5,0.329,234.0,66.33,true,POOR,54,TT-5.4,COL-C
TT-9088,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1772482358000,1772482418000,HEAT_CRITICAL,4,0.198,169.9,61.38,true,POOR,53,TT-5.4,COL-B
TT-9089,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1773052474000,1773057874000,HEAT_CRITICAL,4,,175.9,58.43,true,GOOD,93,TT-5.5,COL-B
TT-9090,ThermoTrack,PLANT_01,1773187800000,MCH-001,LINE-A,1773185337000,1773185697000,HEAT_CRITICAL,4,0.39,178.9,51.32,true,GOOD,32,TT-5.5,COL-A
TT-9091,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772917609000,1772917849000,HEAT_CRITICAL,4,0.254,177.3,69.23,true,POOR,27,TT-5.4,COL-B
TT-9092,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1772727162000,1772727282000,HEAT_CRITICAL,4,0.351,215.1,46.66,true,POOR,22,TT-5.5,COL-C
TT-9093,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772930406000,1772930646000,HEAT_CRITICAL,5,0.324,222.3,37.44,true,GOOD,92,TT-4.9,COL-B
TT-9094,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772506736000,1772506796000,HEAT_CRITICAL,5,0.452,207.3,36.4,true,GOOD,89,TT-5.5,COL-C
TT-9095,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772721961000,1772722321000,HEAT_CRITICAL,5,0.358,212.6,82.09,true,FAIR,73,TT-4.9,COL-B
TT-9096,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772677575000,1772677995000,HEAT_CRITICAL,5,0.149,203.1,49.56,true,FAIR,68,TT-5.4,COL-A
TT-9097,ThermoTrack,PLANT_01,1773187800000,MCH-002,A,1772603903000,1772605703000,HEAT_CRITICAL,4,0.067,188.2,36.65,true,POOR,29,TT-5.5,COL-C
TT-9098,ThermoTrack,PLANT_01,1773187800000,MCH-006,C,1772620194000,1772620434000,HEAT_CRITICAL,5,0.18,,44.26,true,GOOD,85,TT-5.5,COL-A
TT-9099,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772583521000,1772583581000,HEAT_CRITICAL,4,0.283,224.9,56.73,true,FAIR,62,TT-4.9,COL-A
TT-9100,ThermoTrack,PLANT_01,1773187800000,MCH-002,LINE-A,1772957863000,1772958343000,HEAT_CRITICAL,3,0.213,134.4,53.27,true,FAIR,60,TT-4.9,COL-B
TT-9101,ThermoTrack,PLANT_01,1773187800000,MCH-008,B,1772496447000,1772496507000,HEAT_CRITICAL,5,0.268,240.9,65.94,true,GOOD,95,TT-5.4,COL-A
TT-9102,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772778148000,1772778868000,HEAT_CRITICAL,4,0.158,182.5,59.22,true,FAIR,79,TT-5.4,COL-B
TT-9103,ThermoTrack,PLANT_01,1773187800000,MCH-001,A,1772385001000,1772385121000,HEAT_CRITICAL,5,0.225,229.1,45.17,true,GOOD,92,TT-5.4,COL-C
TT-9104,ThermoTrack,PLANT_01,1773187800000,MCH-006,C,1772887124000,1772887184000,HEAT_CRITICAL,3,0.277,160.6,24.44,true,FAIR,67,TT-4.9,COL-A
TT-9105,ThermoTrack,PLANT_01,1773187800000,MCH-006,C,1772707331000,1772707691000,HEAT_CRITICAL,4,0.228,189.7,27.66,true,GOOD,88,TT-4.9,COL-C
TT-9106,ThermoTrack,PLANT_01,1773187800000,MCH-004,B,1772758394000,1772758634000,HEAT_CRITICAL,4,0.085,,56.26,true,GOOD,89,TT-5.4,COL-C
