record_id,provider_name,factory_id,machine_ref,line_id,recorded_at,record_type,inspection_result,maintenance_status,days_since_last_service,technician_note,manual_confidence,reported_by,repair_action,estimated_downtime_min
MLX-667,MaintaLogix,PLANT_01,MCH-009,A,2026/03/03 10:53:39,maintenance,pass,overdue,37,Issue observed by shift technician,low,operator_b,bearing_lubricated,45
MLX-668,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/03 22:36:45,maintenance,not_inspected,closed,18,Post-maintenance observation pending,medium,shift_lead,belt_adjustment,90
MLX-669,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/02 13:17:32,maintenance,requires_attention,open,56,Work order updated,high,shift_lead,,0
MLX-670,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/07 01:11:30,maintenance,requires_attention,open,57,Work order updated,high,tech_02,belt_adjustment,20
MLX-671,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/05 16:00:48,maintenance,requires_attention,overdue,88,Issue observed by shift technician,high,shift_lead,bearing_lubricated,0
MLX-672,MaintaLogix,PLANT_01,MCH-007,LINE-C,2026/03/06 01:57:34,maintenance,requires_attention,open,27,Work order updated,medium,tech_01,cooling_fan_cleaned,10
MLX-673,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/02 01:24:39,maintenance,pass,overdue,23,Post-maintenance observation pending,medium,shift_lead,power_panel_checked,45
MLX-674,MaintaLogix,PLANT_01,MCH-009,LINE-A,2026/03/07 10:31:33,maintenance,requires_attention,open,62,Post-maintenance observation pending,high,operator_b,power_panel_checked,10
MLX-675,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/10 07:12:07,maintenance,requires_attention,due_soon,45,Post-maintenance observation pending,high,tech_01,power_panel_checked,20
MLX-676,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/01 05:17:20,maintenance,not_inspected,closed,15,Post-maintenance observation pending,low,tech_01,cooling_fan_cleaned,20
MLX-677,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/06 13:33:23,maintenance,requires_attention,due_soon,84,Work order updated,high,operator_b,bearing_lubricated,45
MLX-678,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/10 22:46:29,maintenance,requires_attention,closed,34,Work order updated,low,tech_02,belt_adjustment,20
MLX-679,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/05 12:44:03,maintenance,requires_attention,closed,74,Issue observed by shift technician,low,shift_lead,bearing_lubricated,120
MLX-680,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/06 18:37:31,maintenance,not_inspected,overdue,43,Preventive maintenance logged,high,operator_b,,45
MLX-681,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/02 17:55:14,maintenance,not_inspected,in_progress,65,Issue observed by shift technician,high,operator_b,belt_adjustment,120
MLX-682,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/05 03:39:02,maintenance,pass,open,78,Post-maintenance observation pending,low,shift_lead,sensor_replaced,90
MLX-683,MaintaLogix,PLANT_01,,LINE-A,2026/03/02 08:32:54,maintenance,pass,open,54,Issue observed by shift technician,high,shift_lead,,10
MLX-684,MaintaLogix,PLANT_01,MCH-007,LINE-C,2026/03/03 05:59:48,maintenance,requires_attention,closed,51,Preventive maintenance logged,high,tech_01,power_panel_checked,90
MLX-685,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/10 14:00:13,maintenance,pass,closed,14,Issue observed by shift technician,high,operator_b,belt_adjustment,90
MLX-686,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/10 18:37:07,maintenance,requires_attention,overdue,37,Post-maintenance observation pending,high,tech_02,bearing_lubricated,10
MLX-687,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/03 00:33:19,maintenance,pass,closed,10,Post-maintenance observation pending,medium,operator_a,sensor_replaced,10
MLX-688,MaintaLogix,PLANT_01,MCH-003,LINE-B,2026/03/08 05:29:19,maintenance,not_inspected,closed,55,Issue observed by shift technician,medium,tech_01,bearing_lubricated,90
MLX-689,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/05 14:53:48,maintenance,pass,closed,33,Work order updated,medium,operator_a,cooling_fan_cleaned,10
MLX-690,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/08 08:44:01,maintenance,pass,in_progress,105,Post-maintenance observation pending,low,shift_lead,bearing_lubricated,90
MLX-691,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/08 22:52:22,maintenance,requires_attention,open,0,Preventive maintenance logged,medium,tech_02,sensor_replaced,20
MLX-692,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/07 18:10:09,maintenance,not_inspected,open,41,Preventive maintenance logged,low,tech_01,power_panel_checked,0
MLX-693,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/02 16:29:29,maintenance,not_inspected,overdue,70,Work order updated,high,operator_b,,45
MLX-694,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/09 23:09:00,maintenance,minor_defect_found,closed,55,Post-maintenance condition improved,high,tech_02,,10
MLX-695,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/07 03:06:40,maintenance,not_inspected,closed,6,Issue observed by shift technician,low,operator_a,,90
MLX-696,MaintaLogix,PLANT_01,MCH-003,LINE-B,2026/03/07 18:30:01,maintenance,not_inspected,open,34,Issue observed by shift technician,high,shift_lead,cooling_fan_cleaned,45
MLX-697,MaintaLogix,PLANT_01,MCH-001,A,2026/03/01 10:21:45,maintenance,pass,open,9,Post-maintenance observation pending,medium,operator_b,bearing_lubricated,45
MLX-698,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/03 20:06:53,maintenance,pass,closed,53,Issue observed by shift technician,high,operator_b,bearing_lubricated,120
MLX-699,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/09 05:43:45,maintenance,pass,not_due,12,Post-maintenance condition improved,medium,shift_lead,,20
MLX-700,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/04 15:14:54,maintenance,not_inspected,closed,10,Preventive maintenance logged,medium,shift_lead,,120
MLX-701,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/03 12:26:15,maintenance,not_inspected,overdue,43,Issue observed by shift technician,low,tech_02,cooling_fan_cleaned,20
MLX-702,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/05 19:32:19,maintenance,not_inspected,closed,75,Issue observed by shift technician,medium,tech_02,cooling_fan_cleaned,45
MLX-703,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/03 14:50:22,maintenance,not_inspected,in_progress,22,Post-maintenance observation pending,low,operator_b,belt_adjustment,0
MLX-704,MaintaLogix,PLANT_01,MCH-008,B,2026/03/05 03:50:22,maintenance,requires_attention,closed,31,Work order updated,high,operator_a,sensor_replaced,90
MLX-705,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/01 19:26:05,maintenance,pass,closed,43,Issue observed by shift technician,low,operator_b,bearing_lubricated,0
MLX-706,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/01 20:34:37,maintenance,not_inspected,closed,0,Issue observed by shift technician,low,shift_lead,,0
MLX-707,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/06 08:27:07,maintenance,requires_attention,closed,42,Issue observed by shift technician,medium,shift_lead,bearing_lubricated,45
MLX-708,MaintaLogix,PLANT_01,MCH-007,C,2026/03/02 11:53:17,maintenance,requires_attention,open,3,Work order updated,high,operator_b,sensor_replaced,120
MLX-709,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/02 11:53:00,maintenance,not_inspected,overdue,65,Issue observed by shift technician,high,operator_b,belt_adjustment,0
MLX-710,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/06 05:46:56,maintenance,not_inspected,in_progress,28,Preventive maintenance logged,low,tech_01,,120
MLX-711,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/04 05:41:48,maintenance,requires_attention,closed,23,Preventive maintenance logged,high,tech_01,belt_adjustment,90
MLX-712,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/03 08:33:02,maintenance,requires_attention,closed,47,Work order updated,high,operator_a,sensor_replaced,45
MLX-713,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/10 07:10:43,maintenance,requires_attention,overdue,14,Work order updated,medium,shift_lead,power_panel_checked,20
MLX-714,MaintaLogix,PLANT_01,MCH-006,,2026/03/02 19:46:24,maintenance,requires_attention,open,54,Work order updated,high,tech_01,belt_adjustment,45
MLX-715,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/10 20:08:18,maintenance,requires_attention,open,6,Post-maintenance observation pending,low,shift_lead,cooling_fan_cleaned,10
MLX-716,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/09 17:53:25,maintenance,pass,open,58,Issue observed by shift technician,medium,operator_a,power_panel_checked,0
MLX-717,MaintaLogix,PLANT_01,MCH-006,C,2026/03/05 22:43:24,maintenance,pass,closed,9,Post-maintenance observation pending,low,tech_01,sensor_replaced,20
MLX-718,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/05 00:45:27,maintenance,not_inspected,in_progress,24,Issue observed by shift technician,medium,tech_02,power_panel_checked,45
MLX-719,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/02 16:01:01,maintenance,pass,open,40,Issue observed by shift technician,medium,operator_b,bearing_lubricated,45
MLX-720,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/03 18:04:01,maintenance,pass,open,11,Post-maintenance observation pending,high,shift_lead,sensor_replaced,120
MLX-721,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/02 17:58:00,maintenance,not_inspected,open,16,Work order updated,high,tech_01,,10
MLX-722,MaintaLogix,PLANT_01,MCH-007,LINE-C,2026/03/04 21:24:18,maintenance,pass,overdue,0,Work order updated,medium,tech_02,power_panel_checked,120
MLX-723,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/06 10:36:08,maintenance,requires_attention,in_progress,6,Preventive maintenance logged,high,tech_02,sensor_replaced,0
MLX-724,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/01 16:13:01,maintenance,not_inspected,closed,25,Preventive maintenance logged,high,tech_01,bearing_lubricated,20
MLX-725,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/07 11:08:36,maintenance,pass,in_progress,34,Post-maintenance observation pending,high,tech_01,bearing_lubricated,45
MLX-726,MaintaLogix,PLANT_01,MCH-006,C,2026/03/10 02:01:24,maintenance,pass,closed,19,Post-maintenance condition improved,low,operator_a,cooling_fan_cleaned,20
MLX-727,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/06 07:49:28,maintenance,not_inspected,open,43,Issue observed by shift technician,high,tech_02,belt_adjustment,90
MLX-728,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/06 18:24:56,maintenance,not_inspected,overdue,58,Post-maintenance observation pending,high,operator_b,sensor_replaced,45
MLX-729,MaintaLogix,PLANT_01,MCH-007,LINE-C,2026/03/01 09:11:37,maintenance,pass,in_progress,42,Post-maintenance observation pending,high,operator_a,cooling_fan_cleaned,0
MLX-730,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/02 18:24:00,maintenance,not_inspected,open,10,Preventive maintenance logged,medium,operator_b,bearing_lubricated,20
MLX-731,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/05 04:12:02,maintenance,not_inspected,overdue,15,Work order updated,low,operator_a,belt_adjustment,120
MLX-732,MaintaLogix,PLANT_01,MCH-009,LINE-A,2026/03/07 21:00:48,maintenance,not_inspected,closed,61,Work order updated,high,tech_01,sensor_replaced,45
MLX-733,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/10 06:26:37,maintenance,pass,open,55,Post-maintenance observation pending,medium,operator_b,bearing_lubricated,120
MLX-734,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/08 14:42:49,maintenance,pass,closed,31,Post-maintenance condition improved,low,operator_a,cooling_fan_cleaned,20
MLX-735,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/04 21:20:58,maintenance,not_inspected,closed,28,Preventive maintenance logged,low,operator_a,cooling_fan_cleaned,20
MLX-736,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/01 10:31:32,maintenance,requires_attention,in_progress,63,Issue observed by shift technician,medium,shift_lead,power_panel_checked,0
MLX-737,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/01 05:56:12,maintenance,not_inspected,overdue,93,Post-maintenance observation pending,high,operator_a,bearing_lubricated,20
MLX-738,MaintaLogix,PLANT_01,MCH-009,LINE-A,2026/03/06 04:14:46,maintenance,requires_attention,open,46,Post-maintenance observation pending,high,tech_02,cooling_fan_cleaned,20
MLX-739,MaintaLogix,PLANT_01,MCH-003,LINE-B,2026/03/02 05:05:45,maintenance,not_inspected,in_progress,64,Issue observed by shift technician,low,tech_01,power_panel_checked,0
MLX-740,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/01 04:37:14,calibration,pass,closed,40,Calibration cycle completed,low,tech_01,calibration_failed,0
MLX-741,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/07 01:46:38,calibration,pass,closed,0,Sensor baseline reset,high,tech_01,calibration_failed,0
MLX-742,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/06 00:22:18,calibration,failed,closed,37,Calibration variance noted,high,shift_lead,,15
MLX-743,MaintaLogix,PLANT_01,MCH-003,B,2026/03/01 18:56:29,calibration,pass,due_soon,22,Sensor baseline reset,medium,tech_01,threshold_verified,0
MLX-744,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/06 01:22:31,calibration,failed,not_due,0,Sensor baseline reset,low,operator_b,,15
MLX-745,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/09 00:05:48,calibration,pass,overdue,62,Sensor baseline reset,high,operator_a,sensor_calibrated,0
MLX-746,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/05 19:28:28,calibration,pass,not_due,31,Calibration variance noted,medium,tech_02,threshold_verified,15
MLX-747,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/02 05:44:30,calibration,recalibrated,not_due,0,Calibration variance noted,low,operator_a,threshold_verified,5
MLX-748,MaintaLogix,PLANT_01,MCH-007,LINE-C,2026/03/10 01:37:37,calibration,recalibrated,closed,29,Sensor baseline reset,medium,tech_02,,5
MLX-749,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/06 04:05:13,calibration,failed,due_soon,90,Calibration variance noted,high,operator_a,,5
MLX-750,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/05 06:42:54,calibration,pass,due_soon,67,Calibration variance noted,low,tech_02,threshold_verified,5
MLX-751,MaintaLogix,PLANT_01,MCH-003,LINE-B,2026/03/03 06:49:50,calibration,pass,closed,14,Sensor baseline reset,low,operator_b,,0
MLX-752,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/10 09:12:20,calibration,pass,not_due,34,Calibration variance noted,medium,operator_a,sensor_calibrated,0
MLX-753,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/05 11:21:19,calibration,pass,due_soon,27,Calibration cycle completed,medium,tech_01,,0
MLX-754,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/03 15:01:38,calibration,recalibrated,closed,38,Sensor baseline reset,high,operator_a,threshold_verified,0
MLX-755,MaintaLogix,PLANT_01,MCH-002,A,2026/03/10 11:40:54,calibration,recalibrated,closed,0,Calibration variance noted,low,tech_01,sensor_calibrated,5
MLX-756,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/04 17:12:27,calibration,pass,not_due,36,Calibration cycle completed,low,tech_02,,15
MLX-757,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/08 15:39:47,calibration,recalibrated,not_due,0,Calibration variance noted,low,shift_lead,threshold_verified,15
MLX-758,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/06 10:32:08,calibration,pass,not_due,35,Calibration cycle completed,medium,operator_b,sensor_calibrated,15
MLX-759,MaintaLogix,PLANT_01,MCH-010,LINE-C,2026/03/05 03:04:20,calibration,recalibrated,not_due,26,Calibration cycle completed,medium,tech_01,threshold_verified,0
MLX-760,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/09 12:58:05,calibration,pass,closed,0,Calibration cycle completed,medium,tech_02,calibration_failed,30
MLX-761,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/09 16:46:07,calibration,recalibrated,closed,38,Sensor baseline reset,medium,operator_b,threshold_verified,5
MLX-762,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/01 04:04:53,calibration,pass,not_due,0,Calibration variance noted,medium,operator_b,sensor_calibrated,5
MLX-763,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/02 23:44:24,calibration,recalibrated,not_due,25,Calibration variance noted,medium,tech_02,,15
MLX-764,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/07 23:54:26,calibration,recalibrated,closed,48,Calibration variance noted,high,operator_b,calibration_failed,15
MLX-765,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/10 22:08:56,calibration,pass,closed,8,Calibration cycle completed,low,operator_a,threshold_verified,0
MLX-766,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/06 10:46:05,calibration,recalibrated,closed,29,Calibration variance noted,medium,shift_lead,calibration_failed,0
MLX-767,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/05 01:18:36,calibration,pass,not_due,0,Calibration variance noted,low,operator_b,sensor_calibrated,15
MLX-768,MaintaLogix,PLANT_01,MCH-002,A,2026/03/09 05:49:25,calibration,pass,not_due,16,Calibration cycle completed,high,shift_lead,threshold_verified,5
MLX-769,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/06 13:43:29,calibration,recalibrated,due_soon,39,Calibration variance noted,high,operator_a,,5
MLX-770,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/01 18:25:36,calibration,failed,open,58,Calibration variance noted,medium,shift_lead,calibration_failed,30
MLX-771,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/05 00:58:25,calibration,failed,closed,28,Calibration cycle completed,medium,tech_02,,0
MLX-772,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/10 01:29:00,calibration,pass,overdue,85,Calibration cycle completed,medium,tech_02,,0
MLX-773,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/10 12:58:55,calibration,pass,not_due,48,Sensor baseline reset,medium,operator_a,sensor_calibrated,5
MLX-774,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/04 07:21:34,calibration,pass,not_due,43,Sensor baseline reset,low,operator_b,sensor_calibrated,5
MLX-775,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/02 19:44:31,calibration,recalibrated,overdue,84,Calibration variance noted,low,tech_01,threshold_verified,30
MLX-776,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/01 22:03:02,calibration,pass,due_soon,69,Calibration variance noted,medium,operator_b,calibration_failed,15
MLX-777,MaintaLogix,PLANT_01,MCH-001,A,2026/03/06 03:22:08,calibration,pass,closed,13,Calibration cycle completed,medium,operator_a,sensor_calibrated,5
MLX-778,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/06 04:45:21,calibration,recalibrated,due_soon,38,Sensor baseline reset,low,operator_b,sensor_calibrated,5
MLX-779,MaintaLogix,PLANT_01,,C,2026/03/09 22:14:27,calibration,recalibrated,due_soon,27,Calibration variance noted,high,operator_a,,15
MLX-780,MaintaLogix,PLANT_01,MCH-011,LINE-D,2026/03/01 17:33:01,calibration,pass,closed,102,Sensor baseline reset,low,tech_01,,30
MLX-781,MaintaLogix,PLANT_01,,LINE-B,2026/03/08 11:06:06,calibration,pass,closed,48,Calibration variance noted,medium,operator_a,threshold_verified,30
MLX-782,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/05 01:56:00,calibration,pass,not_due,49,Calibration variance noted,high,operator_a,,30
MLX-783,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/03 18:46:44,calibration,pass,due_soon,42,Sensor baseline reset,high,tech_01,sensor_calibrated,5
MLX-784,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/10 16:20:45,calibration,pass,closed,66,Sensor baseline reset,medium,operator_a,threshold_verified,5
MLX-785,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/08 19:16:27,calibration,recalibrated,closed,44,Calibration variance noted,high,shift_lead,,5
MLX-786,MaintaLogix,PLANT_01,MCH-006,C,2026/03/03 16:58:01,calibration,pass,closed,42,Calibration variance noted,medium,tech_02,sensor_calibrated,30
MLX-787,MaintaLogix,PLANT_01,MCH-007,LINE-C,2026/03/03 12:07:23,calibration,failed,closed,52,Calibration variance noted,high,shift_lead,calibration_failed,15
MLX-788,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/04 15:42:28,calibration,pass,due_soon,61,Calibration cycle completed,high,operator_b,sensor_calibrated,5
MLX-789,MaintaLogix,PLANT_01,MCH-005,A,2026/03/02 14:59:28,calibration,recalibrated,closed,0,Calibration cycle completed,high,shift_lead,sensor_calibrated,30
MLX-790,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/01 10:38:51,calibration,recalibrated,closed,26,Calibration cycle completed,low,shift_lead,threshold_verified,0
MLX-791,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/06 05:12:27,calibration,recalibrated,due_soon,62,Calibration variance noted,medium,shift_lead,threshold_verified,5
MLX-792,MaintaLogix,PLANT_01,MCH-007,LINE-C,2026/03/08 06:30:30,calibration,recalibrated,due_soon,5,Sensor baseline reset,medium,tech_02,threshold_verified,0
MLX-793,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/06 12:38:47,calibration,pass,due_soon,0,Calibration cycle completed,high,shift_lead,calibration_failed,15
MLX-794,MaintaLogix,PLANT_01,,LINE-B,2026/03/08 10:01:06,calibration,pass,closed,36,Calibration variance noted,low,operator_b,threshold_verified,30
MLX-795,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/07 16:23:18,calibration,recalibrated,due_soon,33,Sensor baseline reset,high,operator_a,calibration_failed,15
MLX-796,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/01 11:48:28,calibration,pass,overdue,64,Calibration cycle completed,low,operator_b,,30
MLX-797,MaintaLogix,PLANT_01,MCH-001,LINE-A,2026/03/10 02:32:46,calibration,pass,closed,0,Calibration variance noted,low,operator_b,threshold_verified,15
MLX-798,MaintaLogix,PLANT_01,MCH-009,LINE-A,2026/03/09 00:15:50,calibration,recalibrated,closed,16,Calibration variance noted,high,tech_01,calibration_failed,15
MLX-799,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/06 23:42:19,calibration,failed,not_due,58,Calibration variance noted,medium,tech_01,calibration_failed,0
MLX-800,MaintaLogix,PLANT_01,MCH-009,LINE-A,2026/03/10 13:25:29,calibration,pass,closed,46,Calibration variance noted,medium,shift_lead,sensor_calibrated,5
MLX-801,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/03 04:05:12,calibration,recalibrated,overdue,71,Sensor baseline reset,high,operator_a,calibration_failed,0
MLX-802,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/01 11:48:46,calibration,pass,open,87,Calibration variance noted,medium,tech_02,threshold_verified,30
MLX-803,MaintaLogix,PLANT_01,MCH-003,LINE-B,2026/03/08 20:24:03,calibration,pass,not_due,46,Sensor baseline reset,high,tech_01,threshold_verified,30
MLX-804,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/09 01:58:22,calibration,pass,closed,44,Calibration cycle completed,high,operator_a,,5
MLX-805,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/10 00:31:23,calibration,recalibrated,closed,76,Calibration cycle completed,high,tech_01,,5
MLX-806,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/02 16:16:30,calibration,recalibrated,not_due,53,Sensor baseline reset,high,tech_02,,0
MLX-807,MaintaLogix,PLANT_01,MCH-007,,2026/03/08 04:39:01,calibration,pass,closed,43,Sensor baseline reset,high,operator_a,calibration_failed,15
MLX-808,MaintaLogix,PLANT_01,MCH-009,LINE-A,2026/03/04 20:52:37,calibration,pass,not_due,26,Calibration cycle completed,high,tech_02,,15
MLX-809,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/02 13:22:31,calibration,pass,open,56,Sensor baseline reset,medium,tech_02,sensor_calibrated,30
MLX-810,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/05 19:48:56,calibration,failed,not_due,87,Calibration variance noted,low,operator_b,threshold_verified,5
MLX-811,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/01 10:08:27,calibration,recalibrated,closed,36,Calibration variance noted,high,tech_02,sensor_calibrated,0
MLX-812,MaintaLogix,PLANT_01,MCH-003,LINE-B,2026/03/07 23:00:02,calibration,pass,due_soon,12,Calibration cycle completed,medium,shift_lead,,0
MLX-813,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/10 17:31:53,calibration,pass,due_soon,37,Calibration variance noted,medium,tech_01,threshold_verified,30
MLX-814,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/02 19:35:11,calibration,failed,not_due,37,Calibration variance noted,medium,tech_01,sensor_calibrated,5
MLX-815,MaintaLogix,PLANT_01,MCH-004,B,2026/03/08 01:25:35,calibration,pass,due_soon,32,Calibration cycle completed,high,tech_01,,5
MLX-816,MaintaLogix,PLANT_01,MCH-012,LINE-B,2026/03/02 21:42:26,calibration,failed,due_soon,53,Sensor baseline reset,high,operator_b,sensor_calibrated,15
MLX-817,MaintaLogix,PLANT_01,MCH-004,LINE-B,2026/03/10 14:38:36,calibration,pass,due_soon,58,Calibration variance noted,high,operator_a,sensor_calibrated,30
MLX-818,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/06 05:53:13,calibration,pass,overdue,89,Sensor baseline reset,medium,operator_b,calibration_failed,30
MLX-819,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/01 14:26:27,calibration,pass,open,48,Calibration cycle completed,medium,operator_b,,15
MLX-820,MaintaLogix,PLANT_01,MCH-008,B,2026/03/01 19:26:45,calibration,recalibrated,closed,34,Calibration cycle completed,high,operator_b,calibration_failed,30
MLX-821,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/05 12:37:34,calibration,pass,not_due,19,Calibration variance noted,high,tech_01,sensor_calibrated,30
MLX-822,MaintaLogix,PLANT_01,MCH-002,LINE-A,2026/03/07 15:05:33,calibration,pass,not_due,6,Sensor baseline reset,low,tech_01,threshold_verified,5
MLX-823,MaintaLogix,PLANT_01,MCH-006,C,2026/03/01 23:22:39,calibration,recalibrated,closed,17,Calibration variance noted,high,operator_b,sensor_calibrated,30
MLX-824,MaintaLogix,PLANT_01,MCH-005,LINE-A,2026/03/02 04:03:23,calibration,pass,closed,18,Calibration variance noted,medium,shift_lead,,0
MLX-825,MaintaLogix,PLANT_01,MCH-006,LINE-C,2026/03/09 07:53:28,calibration,recalibrated,closed,17,Calibration variance noted,low,tech_01,threshold_verified,15
MLX-826,MaintaLogix,PLANT_01,MCH-001,A,2026/03/10 10:17:36,calibration,failed,not_due,0,Calibration cycle completed,medium,operator_a,,0
MLX-827,MaintaLogix,PLANT_01,MCH-008,LINE-B,2026/03/07 10:22:30,calibration,pass,overdue,88,Calibration variance noted,high,shift_lead,threshold_verified,5
